"task_name","task_version","task_versionDate","task_form","task_ageCohort","task_language","site_id","subject_id","session_num","session_date","session_start","trial_start","initials","machine_id","response_device","nb1_total_trials","nb1_score","nb1_bias","nb1_corr","nb1_errors","nb1_mean","nb1_median","nb1_stdev","nb1sm_corr","nb1sm_errors","nb1sm_mean","nb1sm_median","nb1sm_stdev","nb1s1_corr","nb1s1_errors","nb1s1_mean","nb1s1_median","nb1s1_stdev","nb1s2_corr","nb1s2_errors","nb1s2_mean","nb1s2_median","nb1s2_stdev","nb1s3_corr","nb1s3_errors","nb1s3_mean","nb1s3_median","nb1s3_stdev","nb1s4_corr","nb1s4_errors","nb1s4_mean","nb1s4_median","nb1s4_stdev","nb1vhL_corr","nb1vhL_errors","nb1vhL_mean","nb1vhL_median","nb1vhL_stdev","nb1vhR_corr","nb1vhR_errors","nb1vhR_mean","nb1vhR_median","nb1vhR_stdev","nb2_total_trials","nb2_score","nb2_bias","nb2_corr","nb2_errors","nb2_mean","nb2_median","nb2_stdev","nb2sm_corr","nb2sm_errors","nb2sm_mean","nb2sm_median","nb2sm_stdev","nb2s1_corr","nb2s1_errors","nb2s1_mean","nb2s1_median","nb2s1_stdev","nb2s2_corr","nb2s2_errors","nb2s2_mean","nb2s2_median","nb2s2_stdev","nb2s3_corr","nb2s3_errors","nb2s3_mean","nb2s3_median","nb2s3_stdev","nb2s4_corr","nb2s4_errors","nb2s4_mean","nb2s4_median","nb2s4_stdev","nb2vhL_corr","nb2vhL_errors","nb2vhL_mean","nb2vhL_median","nb2vhL_stdev","nb2vhR_corr","nb2vhR_errors","nb2vhR_mean","nb2vhR_median","nb2vhR_stdev","nb2int_corr","nb2int_errors","nb2int_mean","nb2int_median","nb2int_stdev","nb2noint_corr","nb2noint_errors","nb2noint_mean","nb2noint_median","nb2noint_stdev"
"NBack","3.2.0.2","04/04/2012","a","Adult","English","UIC-IJR",3959,1,"07/30/2020","10:54:36",NA,"JW","IJR-235a","keyboard",30,2.658,0.362,27,3,0.6237,0.618,0.1199,10,0,0.6127,0.6364,0.1419,3,2,0.768,0.8065,0.0812,5,0,0.6451,0.6691,0.0963,4,1,0.5433,0.5522,0.0252,5,0,0.6023,0.5927,0.0689,10,1,0.6302,0.6371,0.1166,10,1,0.5942,0.57,0.12,90,1.057,0.279,60,30,0.7016,0.6799,0.1702,24,6,0.6565,0.654,0.1653,10,5,0.7583,0.7715,0.1726,5,10,0.8065,0.7686,0.1241,10,5,0.7658,0.736,0.1581,11,4,0.6424,0.6292,0.148,22,12,0.7146,0.7008,0.1598,24,10,0.7117,0.6964,0.1564,2,6,0.8144,0.8144,0.2021,58,24,0.6977,0.6799,0.1676
"NBack","3.2.0.2","04/04/2012","a","Adult","English","USC_CAR_Lab",3961,1,"11/28/2022","16:22:25",NA,"kk","PARTICIPANT_COMPUTER","keyboard",30,3.156,0.113,29,1,0.7651,0.6527,0.4099,10,0,0.7035,0.6221,0.2092,4,1,0.8148,0.835,0.17,5,0,0.668,0.7109,0.0755,5,0,0.6704,0.6543,0.0736,5,0,1.0405,0.6681,0.8654,10,1,0.6696,0.6612,0.0665,11,0,0.647,0.6141,0.1102,90,0.416,-0.127,54,36,1.9611,1.6409,1.0614,16,14,2.048,1.8245,1.0707,5,10,1.7113,1.5607,0.6336,10,5,2.1979,1.8251,1.2875,10,5,1.9712,1.855,0.952,13,2,1.7604,1.4481,1.0127,21,13,2.1239,2.0852,1.1896,23,11,1.9857,1.433,1.0511,3,5,1.441,1.433,0.108,51,31,1.9917,1.7525,1.0841
"NBack","3.2.0.2","04/04/2012","a","Adult","English","USC_CAR_Lab",3962,1,"04/20/2022","11:20:28",NA,"PS","PARTICIPANT_COMPUTER","keyboard",30,3.156,0.113,29,1,0.5477,0.5294,0.1538,10,0,0.5859,0.5566,0.1964,4,1,0.5882,0.5722,0.0598,5,0,0.4966,0.4334,0.1323,5,0,0.5427,0.5181,0.1445,5,0,0.4953,0.5169,0.0961,11,0,0.5519,0.5514,0.1509,11,0,0.5729,0.5401,0.1062,90,1.22,-0.104,67,23,0.635,0.6223,0.1702,21,9,0.6256,0.6009,0.179,8,7,0.6008,0.6026,0.1254,13,2,0.5874,0.6057,0.1767,12,3,0.6607,0.7224,0.1537,13,2,0.695,0.6488,0.1656,30,4,0.6455,0.6112,0.1727,22,12,0.6479,0.6477,0.1418,6,2,0.5411,0.5534,0.1121,61,21,0.6442,0.6295,0.1721
"NBack","3.2.0.2","04/04/2012","a","Adult","English","USC_CAR_Lab",3965,2,"08/05/2022","15:17:13",NA,"kk","PARTICIPANT_COMPUTER","keyboard",30,2.658,0.362,27,3,0.7071,0.6855,0.1747,10,0,0.6104,0.5765,0.104,3,2,0.8942,0.8797,0.106,4,1,0.8307,0.7906,0.1878,5,0,0.7399,0.7852,0.162,5,0,0.6562,0.6129,0.1624,10,1,0.6534,0.5892,0.2044,11,0,0.7007,0.6276,0.143,90,1.212,-0.006,66,24,1.0513,0.9201,0.4436,22,8,0.9326,0.8483,0.3347,12,3,1.1228,1.0102,0.3713,12,3,1.078,0.9834,0.3035,12,3,1.2255,1.0028,0.7444,8,7,0.969,0.9073,0.1981,24,10,0.9644,0.8727,0.2647,26,8,1.1404,0.955,0.6096,1,7,1.0175,NA,0,65,17,1.0518,0.92,0.447
"NBack","3.2.0.2","04/04/2012","a","Adult","English","USC_CAR_Lab",3966,1,"04/21/2022","10:50:15",NA,"PS","PARTICIPANT_COMPUTER","keyboard",30,3.156,0.113,29,1,0.4793,0.4436,0.1108,10,0,0.4512,0.4211,0.1104,5,0,0.5107,0.534,0.0624,5,0,0.4898,0.442,0.113,4,1,0.5261,0.4741,0.1425,5,0,0.4563,0.4436,0.0949,11,0,0.4654,0.4306,0.1002,11,0,0.4475,0.4299,0.1159,90,1.693,0.079,72,18,1.0438,0.9372,0.4657,25,5,0.9811,0.8097,0.6412,11,4,1.1156,1.0649,0.2887,14,1,1.07,1.0472,0.2446,9,6,0.9034,0.9046,0.1299,13,2,1.1728,1.0328,0.47,29,5,1.1058,0.9219,0.5947,28,6,0.9248,0.895,0.2812,4,4,1.3602,1.4233,0.1795,68,14,1.0252,0.9188,0.4706
"NBack","3.2.0.2","04/04/2012","a","Adult","English","USC_CAR_Lab",3968,1,"04/22/2022","12:47:53",NA,"PS","PARTICIPANT_COMPUTER","keyboard",30,2.482,0.449,26,4,0.5293,0.4919,0.1183,10,0,0.517,0.4792,0.0968,3,2,0.6874,0.7349,0.1894,5,0,0.4808,0.5186,0.0904,4,1,0.4866,0.5035,0.0518,4,1,0.545,0.5679,0.0598,9,2,0.5576,0.5224,0.1653,10,1,0.5093,0.5274,0.062,90,1.864,-0.516,76,14,0.9055,0.8372,0.4406,20,10,0.8753,0.8517,0.3329,13,2,0.8509,0.8024,0.2488,15,0,0.8583,0.792,0.2163,14,1,1.1022,0.9271,0.8429,14,1,0.853,0.8892,0.1725,28,6,0.8264,0.7951,0.218,29,5,0.8581,0.8347,0.2276,8,0,0.8116,0.832,0.1069,68,14,0.9165,0.8372,0.4631
"NBack","3.2.0.2","04/04/2012","a","Adult","English","USC_CAR_Lab",3971,1,"05/12/2022","09:10:00",NA,"PS","PARTICIPANT_COMPUTER","keyboard",30,3.156,0.113,29,1,0.601,0.5668,0.1103,10,0,0.5438,0.5401,0.0499,4,1,0.6486,0.6508,0.1251,5,0,0.6625,0.6326,0.1588,5,0,0.6393,0.5975,0.0729,5,0,0.5776,0.5461,0.0914,10,1,0.5846,0.5454,0.1314,11,0,0.602,0.5975,0.0736,90,2.212,-0.861,77,13,0.5937,0.6004,0.1418,18,12,0.545,0.502,0.1869,15,0,0.6579,0.6419,0.1653,15,0,0.6097,0.601,0.0819,14,1,0.582,0.5998,0.0805,15,0,0.5828,0.6004,0.1175,29,5,0.6096,0.5933,0.1715,27,7,0.5712,0.5931,0.1282,8,0,0.6019,0.6506,0.0891,69,13,0.5927,0.5893,0.1467
"NBack","3.2.0.2","04/04/2012","a","Adult","English","USC_CAR_Lab",3974,1,"05/02/2022","08:43:50",NA,"PS","PARTICIPANT_COMPUTER","keyboard",30,2.658,0.362,27,3,0.6362,0.5882,0.0967,10,0,0.6259,0.5867,0.0773,3,2,0.7458,0.7823,0.1243,4,1,0.655,0.6725,0.1079,5,0,0.587,0.5821,0.0416,5,0,0.6251,0.629,0.0893,11,0,0.6445,0.629,0.0985,10,1,0.6218,0.5814,0.0802,90,-0.009,0.51,39,51,0.8015,0.8089,0.2155,21,9,0.6554,0.6743,0.1368,5,10,0.9818,0.8729,0.1849,3,12,0.8907,0.8987,0.0279,6,9,0.9452,0.9266,0.1757,4,11,1.0609,1.0424,0.0889,17,17,0.8305,0.8533,0.1939,15,19,0.7405,0.6975,0.1913,1,7,1.2016,NA,0,38,44,0.791,0.805,0.2081
"NBack","3.2.0.2","04/04/2012","a","Adult","English","USC_CAR_Lab",3975,1,"05/11/2022","10:44:57",NA,"PS","PARTICIPANT_COMPUTER","keyboard",30,3.156,0.113,29,1,0.7114,0.7038,0.1446,10,0,0.6043,0.6177,0.0832,4,1,0.7838,0.7715,0.0498,5,0,0.7304,0.7038,0.1055,5,0,0.8631,0.759,0.1752,5,0,0.6969,0.7061,0.1136,11,0,0.7577,0.7038,0.174,10,1,0.6406,0.6609,0.1172,90,1.168,-0.078,66,24,1.1746,1.1425,0.2774,21,9,1.1444,1.1925,0.2486,8,7,1.2041,1.175,0.2051,11,4,1.2205,1.2506,0.2453,14,1,1.2286,1.1425,0.3202,12,3,1.1026,0.9331,0.3156,24,10,1.1375,1.1214,0.2476,25,9,1.2035,1.1606,0.2731,5,3,1.2429,1.2566,0.3925,61,21,1.169,1.1295,0.265
"NBack","3.2.0.2","04/04/2012","a","Adult","English","USC_CAR_Lab",3976,1,"04/29/2022","10:52:43",NA,"PS","PARTICIPANT_COMPUTER","keyboard",30,3.156,0.113,29,1,0.7451,0.6948,0.1496,10,0,0.6801,0.6866,0.0564,4,1,0.9203,0.8407,0.1979,5,0,0.819,0.6953,0.201,5,0,0.7047,0.7033,0.0824,5,0,0.7013,0.691,0.0531,11,0,0.765,0.6953,0.1553,11,0,0.7499,0.6821,0.1765,90,1.021,-0.005,63,27,0.9132,0.7947,0.4488,21,9,0.8062,0.7288,0.2749,8,7,0.8513,0.7947,0.2833,12,3,1.0173,0.9999,0.3047,9,6,1.1742,0.7172,0.9383,13,2,0.8474,0.8488,0.1639,25,9,0.9055,0.8105,0.2746,23,11,1.0129,0.7934,0.6377,5,3,0.7476,0.6942,0.3398,58,24,0.9275,0.8137,0.4541
"NBack","3.2.0.2","04/04/2012","a","Adult","English","USC_CAR_Lab",3977,1,"05/02/2022","14:42:51",NA,"PS","PARTICIPANT_COMPUTER","keyboard",30,1.594,0.3,23,7,0.5916,0.5022,0.2434,9,1,0.5652,0.5288,0.0984,3,2,0.4374,0.4199,0.0429,4,1,0.9149,0.8706,0.4107,2,3,0.4728,0.4728,0.0079,5,0,0.5203,0.4961,0.0958,7,4,0.6716,0.5797,0.2361,10,1,0.6045,0.5022,0.2863,90,0.393,0.404,47,43,1.4215,1.0283,0.9191,22,8,1.2508,0.9099,0.8306,4,11,3.1426,3.2216,0.3632,5,10,1.0374,1.0348,0.0759,9,6,1.4977,1.2253,0.8759,7,8,1.1509,1.0269,0.6839,19,15,1.4365,1.0348,0.9854,16,18,1.5773,1.3102,0.9221,1,7,0.8205,NA,0,46,36,1.4346,1.0316,0.9247
"NBack","3.2.0.2","04/04/2012","a","Adult","English","USC_CAR_Lab",3979,1,"05/02/2022","16:16:06",NA,"PS","PARTICIPANT_COMPUTER","keyboard",30,2.328,0.527,25,5,0.6409,0.6324,0.1288,10,0,0.6593,0.6677,0.1234,1,4,0.5638,NA,0,4,1,0.6878,0.668,0.1112,5,0,0.6481,0.5795,0.1506,5,0,0.575,0.5458,0.1092,10,1,0.6527,0.6904,0.1369,9,2,0.6387,0.6262,0.1089,90,1.882,0.117,74,16,1.8788,1.721,0.6974,26,4,1.7427,1.5607,0.6134,7,8,1.625,1.3851,0.5172,12,3,2.0862,1.8885,0.8707,14,1,1.8018,1.7606,0.4629,15,0,2.1391,1.9927,0.8037,26,8,1.7235,1.5931,0.6635,29,5,2.0652,1.9295,0.7513,5,3,1.5708,1.37,0.3559,69,13,1.9011,1.7447,0.7107
"NBack","3.2.0.2","04/04/2012","a","Adult","English","USC_CAR_Lab",3980,1,"05/06/2022","14:04:11",NA,"PS","PARTICIPANT_COMPUTER","keyboard",30,2.482,0.449,26,4,0.7066,0.6937,0.1307,10,0,0.6434,0.6521,0.1016,3,2,0.701,0.7046,0.0222,3,2,0.6521,0.6828,0.0747,5,0,0.7566,0.7333,0.094,5,0,0.8191,0.8672,0.1753,9,2,0.7039,0.6828,0.1091,11,0,0.6857,0.6683,0.1635,90,0.578,0.04,55,35,0.8377,0.7929,0.3224,19,11,0.7583,0.7356,0.1681,6,9,0.8286,0.8008,0.206,11,4,0.8628,0.901,0.1291,9,6,0.8089,0.8021,0.1666,10,5,0.9926,0.805,0.6416,20,14,0.7865,0.7976,0.1598,22,12,0.8466,0.8753,0.1743,5,3,1.2736,1.0351,0.8286,50,32,0.7941,0.7929,0.1573
"NBack","3.2.0.2","04/04/2012","a","Adult","English","USC_CAR_Lab",3982,1,"05/17/2022","13:50:50",NA,"PS","PARTICIPANT_COMPUTER","keyboard",30,3.671,-0.145,30,0,1.0611,0.8844,0.4911,10,0,0.9023,0.8099,0.4097,5,0,1.4866,1.1095,0.6682,5,0,1.1464,1.0524,0.4075,5,0,1.2524,1.185,0.2367,5,0,0.6766,0.7638,0.14,11,0,0.9837,0.8716,0.3448,11,0,0.8707,0.8448,0.2389,90,1.871,-0.01,75,15,1.2445,1.0647,0.5487,25,5,1.0001,0.8983,0.3454,12,3,1.3723,1.1602,0.6159,13,2,1.4945,1.3334,0.6354,11,4,1.0558,0.9841,0.3524,14,1,1.4875,1.4752,0.5798,30,4,1.1242,1.016,0.4823,27,7,1.2865,1.1024,0.5889,3,5,1.9607,1.9291,0.4321,72,10,1.2147,1.049,0.5325
"NBack","3.2.0.2","04/04/2012","a","Adult","English","USC_CAR_Lab",3984,1,"05/09/2022","14:16:18",NA,"PS","PARTICIPANT_COMPUTER","keyboard",30,2.482,0.449,26,4,0.6823,0.6431,0.1513,10,0,0.6831,0.688,0.1367,3,2,0.8396,0.9234,0.1449,4,1,0.6875,0.6193,0.1352,4,1,0.5637,0.5705,0.0669,5,0,0.6773,0.6637,0.1571,10,1,0.6869,0.6266,0.1599,10,1,0.7132,0.6921,0.1234,90,1.469,0.073,69,21,1.3711,1.1701,0.6427,24,6,1.2347,1.0173,0.5132,10,5,1.4828,1.6246,0.5337,13,2,1.6249,1.3209,0.7493,11,4,1.3688,1.0811,0.8866,11,4,1.2693,1.13,0.4119,26,8,1.4908,1.3772,0.6552,27,7,1.3119,1.0248,0.6865,1,7,0.7185,NA,0,68,14,1.3806,1.1931,0.6425
"NBack","3.2.0.2","04/04/2012","a","Adult","English","USC_CAR_Lab",3986,1,"05/05/2022","10:57:41",NA,"EX","PARTICIPANT_COMPUTER","keyboard",30,3.671,-0.145,30,0,0.8077,0.7696,0.1751,10,0,0.6838,0.6509,0.1078,5,0,0.8377,0.8001,0.1515,5,0,0.7735,0.7222,0.1075,5,0,0.8242,0.8042,0.0554,5,0,1.0433,1.0841,0.1857,11,0,0.8082,0.7688,0.1772,11,0,0.792,0.7222,0.1932,90,2.095,0.164,76,14,3.2052,2.8254,1.9777,27,3,2.2735,1.6891,1.2758,9,6,4.0945,2.8418,2.1186,13,2,2.7945,2.8572,1.0847,13,2,3.7534,3.3531,2.2446,14,1,4.3029,4.0413,2.3696,31,3,3.0647,2.921,1.3726,29,5,2.7955,2.2177,1.9497,6,2,4.6442,4.0412,2.4579,70,12,3.0819,2.6656,1.8805
"NBack","3.2.0.2","04/04/2012","a","Adult","English","USC_CAR_Lab",3988,1,"05/17/2022","08:45:45",NA,"PS","PARTICIPANT_COMPUTER","keyboard",30,3.671,-0.145,30,0,0.5285,0.4841,0.1224,10,0,0.5172,0.5189,0.0489,5,0,0.625,0.5097,0.1922,5,0,0.4587,0.4207,0.0734,5,0,0.533,0.4599,0.1411,5,0,0.5197,0.4511,0.0916,11,0,0.5412,0.5306,0.0696,11,0,0.4726,0.4511,0.0928,90,2.003,0.056,76,14,0.6089,0.559,0.287,26,4,0.5218,0.5207,0.134,11,4,0.6741,0.6699,0.1571,14,1,0.5996,0.5774,0.1299,12,3,0.7561,0.5654,0.6207,13,2,0.6018,0.5984,0.1099,28,6,0.6092,0.5751,0.125,31,3,0.6153,0.539,0.4256,2,6,0.564,0.564,0.1332,74,8,0.6101,0.559,0.29
"NBack","3.2.0.2","04/04/2012","a","Adult","English","USC_CAR_Lab",3991,1,"05/25/2022","16:04:18",NA,"PS","PARTICIPANT_COMPUTER","keyboard",30,3.078,-0.442,29,1,0.6267,0.5929,0.1621,9,1,0.6125,0.5623,0.2111,5,0,0.7424,0.7133,0.1847,5,0,0.6077,0.5884,0.1198,5,0,0.6029,0.5826,0.0495,5,0,0.5793,0.5975,0.0655,11,0,0.5637,0.5623,0.0559,11,0,0.6223,0.6264,0.1216,90,1.612,-0.206,73,17,0.8035,0.7476,0.2467,22,8,0.7071,0.6931,0.1616,13,2,0.954,0.7948,0.3322,14,1,0.8127,0.7299,0.2367,12,3,0.839,0.7638,0.2363,12,3,0.7709,0.7279,0.1939,29,5,0.8518,0.762,0.3092,28,6,0.7304,0.7243,0.136,5,3,0.7152,0.7506,0.1893,68,14,0.81,0.7445,0.2492
"NBack","3.2.0.2","04/04/2012","a","Adult","English","USC_CAR_Lab",3992,1,"08/26/2022","15:26:39",NA,"kk","PARTICIPANT_COMPUTER","keyboard",30,3.156,0.113,29,1,0.7504,0.7416,0.1843,10,0,0.6421,0.5898,0.1099,4,1,0.7808,0.7535,0.1082,5,0,0.8155,0.7863,0.1213,5,0,0.9138,0.9345,0.2122,5,0,0.714,0.6141,0.2175,11,0,0.7681,0.7661,0.1693,11,0,0.7808,0.7416,0.1971,90,1.186,0.214,63,27,1.1191,0.9753,0.416,24,6,0.979,0.8974,0.2775,6,9,1.2546,1.2239,0.2155,11,4,1.4803,1.2887,0.6329,13,2,1.1285,1.1123,0.3393,9,6,0.9471,0.8412,0.2558,26,8,1.1527,0.9471,0.5378,24,10,1.1011,1.0505,0.3197,6,2,1.3123,1.3418,0.2156,57,25,1.0987,0.9688,0.4266
"NBack","3.2.0.2","04/04/2012","a","Adult","English","USC_CAR_Lab",3993,1,"08/26/2023","13:35:14",NA,"kk","PARTICIPANT_COMPUTER","keyboard",30,3.156,0.113,29,1,0.5045,0.4627,0.1957,10,0,0.4728,0.4496,0.1443,4,1,0.7439,0.5907,0.3594,5,0,0.4714,0.49,0.1164,5,0,0.4428,0.4508,0.0295,5,0,0.4712,0.4575,0.0937,11,0,0.4812,0.4724,0.1097,11,0,0.4254,0.4561,0.068,90,1.871,-0.01,75,15,0.7478,0.7259,0.1735,25,5,0.7522,0.7224,0.1872,13,2,0.7764,0.7744,0.1181,13,2,0.7075,0.6966,0.1502,12,3,0.7563,0.7324,0.2179,12,3,0.7426,0.7267,0.1595,29,5,0.708,0.6886,0.139,28,6,0.7838,0.7769,0.1894,3,5,0.7334,0.7023,0.1528,72,10,0.7484,0.7274,0.1743
"NBack","3.2.0.2","04/04/2012","a","Adult","English","USC_CAR_Lab",3996,1,"05/05/2022","14:27:15",NA,"PS","PARTICIPANT_COMPUTER","keyboard",30,2.562,-0.184,28,2,0.602,0.5689,0.1075,9,1,0.6034,0.5909,0.1381,4,1,0.6119,0.5491,0.1263,5,0,0.5855,0.5571,0.0737,5,0,0.6054,0.6278,0.0515,5,0,0.6045,0.5741,0.0957,10,1,0.6547,0.6533,0.1226,10,1,0.5694,0.5569,0.0639,90,1.809,0.021,74,16,0.9439,0.9654,0.1687,25,5,0.8825,0.887,0.171,12,3,0.961,0.9635,0.1482,10,5,0.933,0.9434,0.1,13,2,0.9483,0.985,0.1431,14,1,1.0424,1.0251,0.1911,26,8,0.9496,0.9755,0.1525,28,6,0.9197,0.9266,0.1783,5,3,0.9673,1.0029,0.2096,69,13,0.9422,0.9648,0.1653
"NBack","3.2.0.2","04/04/2012","a","Adult","English","USC_CAR_Lab",3998,1,"05/16/2022","08:40:01",NA,"PS","PARTICIPANT_COMPUTER","keyboard",30,3.156,0.113,29,1,0.5846,0.5621,0.1078,10,0,0.5452,0.5289,0.0789,5,0,0.7161,0.7186,0.1446,5,0,0.5827,0.6412,0.082,4,1,0.585,0.5857,0.0388,5,0,0.5333,0.554,0.0556,10,1,0.5909,0.5744,0.0913,11,0,0.5652,0.5795,0.0667,90,2.053,-0.219,78,12,0.9171,0.7929,0.4367,24,6,0.7465,0.6789,0.253,14,1,0.9833,0.7935,0.4215,13,2,1.0861,0.915,0.5273,15,0,0.8905,0.7246,0.5108,12,3,1.0315,0.963,0.4106,31,3,1.0115,0.8195,0.5016,29,5,0.7292,0.7355,0.1697,7,1,1.0345,0.8693,0.3204,71,11,0.9056,0.7839,0.4448
"NBack","3.2.0.2","04/04/2012","a","Adult","English","USC_CAR_Lab",3999,1,"05/23/2022","09:47:03",NA,"PS","PARTICIPANT_COMPUTER","keyboard",30,3.671,-0.145,30,0,0.6181,0.5959,0.1326,10,0,0.6241,0.6122,0.153,5,0,0.6946,0.6529,0.0864,5,0,0.6496,0.5534,0.1542,5,0,0.5548,0.5467,0.0656,5,0,0.5616,0.5565,0.0944,11,0,0.695,0.6391,0.1502,11,0,0.5766,0.5479,0.0736,90,1.691,-0.038,73,17,1.4229,1.225,0.8503,24,6,1.1305,0.9851,0.5798,11,4,1.6623,1.2086,1.342,14,1,1.6111,1.225,1.0465,13,2,1.4871,1.3535,0.4357,11,4,1.5058,1.4159,0.587,31,3,1.22,1.1452,0.4503,26,8,1.4104,1.1773,0.8181,6,2,1.9924,1.5044,1.6608,67,15,1.3719,1.2168,0.7135
"NBack","3.2.0.2","04/04/2012","a","Adult","English","USC_CAR_Lab",4000,1,"05/16/2022","16:44:13",NA,"PS","PARTICIPANT_COMPUTER","keyboard",30,2.87,0.255,28,2,0.7466,0.7086,0.1445,10,0,0.7473,0.7103,0.1431,3,2,0.8732,0.7865,0.1841,5,0,0.7445,0.7032,0.1459,5,0,0.7491,0.7412,0.0446,5,0,0.6691,0.6033,0.129,11,0,0.7767,0.7032,0.1842,10,1,0.7074,0.7016,0.1229,90,1.128,-0.319,67,23,0.9437,0.8933,0.332,18,12,0.8004,0.7531,0.1926,13,2,1.0579,1.0124,0.2225,13,2,0.955,0.9022,0.1678,14,1,0.8391,0.8231,0.1615,9,6,1.2121,0.9695,0.6667,28,6,0.8379,0.7771,0.1984,24,10,0.9646,0.9415,0.209,6,2,0.9552,1.0069,0.2155,61,21,0.9426,0.8885,0.3413
"NBack","3.2.0.2","04/04/2012","a","Adult","English","USC_CAR_Lab",4001,1,"04/29/2022","12:33:37",NA,"PS","PARTICIPANT_COMPUTER","keyboard",30,3.671,-0.145,30,0,0.487,0.4464,0.1618,10,0,0.4749,0.4701,0.0978,5,0,0.6579,0.5249,0.3006,5,0,0.4483,0.4391,0.0721,5,0,0.4301,0.4247,0.0339,5,0,0.4361,0.4492,0.0656,11,0,0.4518,0.4705,0.0873,11,0,0.4432,0.4391,0.0627,90,1.873,0.275,72,18,0.7273,0.714,0.185,27,3,0.6396,0.6284,0.1703,10,5,0.7889,0.7838,0.2105,11,4,0.7855,0.7721,0.1683,13,2,0.7626,0.7084,0.1642,11,4,0.7865,0.7995,0.1469,27,7,0.7165,0.6555,0.1979,28,6,0.7282,0.736,0.1412,3,5,0.8637,0.7006,0.2992,69,13,0.7214,0.7249,0.176
"NBack","3.2.0.2","04/04/2012","a","Adult","English","USC_CAR_Lab",4003,1,"05/12/2022","15:44:22",NA,"PS","PARTICIPANT_COMPUTER","keyboard",30,2.277,-0.041,27,3,0.7379,0.7603,0.1451,9,1,0.7297,0.6734,0.1455,4,1,0.7961,0.8748,0.1856,4,1,0.7133,0.7286,0.0949,5,0,0.7163,0.7603,0.1095,5,0,0.7474,0.7755,0.1578,10,1,0.8055,0.8151,0.0792,9,2,0.6252,0.6234,0.095,90,2.374,0.473,75,15,1.0825,1.0405,0.3398,29,1,0.9005,0.8644,0.2539,11,4,1.2503,1.2737,0.2869,12,3,1.1515,1.1613,0.1551,11,4,1.3023,1.161,0.5175,12,3,1.098,1.1296,0.2564,30,4,1.0383,0.9864,0.2905,29,5,1.1338,1.0966,0.4085,3,5,1.3221,1.3108,0.2031,72,10,1.0725,1.0306,0.3407
"NBack","3.2.0.2","04/04/2012","a","Adult","English","USC_CAR_Lab",4008,2,"10/20/2022","17:36:21",NA,"kk","PARTICIPANT_COMPUTER","keyboard",30,1.594,0.3,23,7,0.7022,0.7055,0.1639,9,1,0.6873,0.6536,0.1318,1,4,0.7249,NA,0,4,1,0.6805,0.66,0.1043,4,1,0.8691,0.9628,0.2174,5,0,0.6084,0.6711,0.1175,9,2,0.6561,0.6196,0.1512,10,1,0.719,0.7152,0.1744,90,2.095,0.164,76,14,0.9211,0.8526,0.2657,27,3,0.802,0.772,0.2009,8,7,1.0649,0.9301,0.3342,13,2,1.1368,1.0667,0.3499,15,0,0.888,0.884,0.1438,13,2,0.9028,0.8664,0.1537,30,4,0.8952,0.8187,0.2486,27,7,0.882,0.8489,0.2163,7,1,1.1066,0.8888,0.4125,69,13,0.9023,0.8499,0.238
"NBack","3.2.0.2","04/04/2012","a","Adult","English","USC_CAR_Lab",4009,1,"09/02/2022","12:05:58",NA,"TS","PARTICIPANT_COMPUTER","keyboard",30,2.482,0.449,26,4,0.695,0.642,0.2405,10,0,0.6725,0.6512,0.1476,3,2,0.9554,0.9295,0.4629,5,0,0.774,0.6926,0.2134,3,2,0.5925,0.6082,0.0481,5,0,0.5661,0.5395,0.1046,9,2,0.746,0.6711,0.1889,10,1,0.6157,0.5763,0.1487,90,0.162,0.081,47,43,0.7018,0.5402,0.5218,17,13,0.6674,0.4388,0.5382,9,6,0.6469,0.6171,0.2328,7,8,0.6602,0.4828,0.3831,8,7,0.8716,0.6346,0.8262,6,9,0.704,0.5745,0.3181,20,14,0.7931,0.5566,0.6205,19,15,0.6835,0.4728,0.4829,1,7,0.3139,NA,0,46,36,0.7103,0.554,0.5243
"NBack","3.2.0.2","04/04/2012","a","Adult","English","USC_CAR_Lab",4010,2,"07/27/2022","11:22:19",NA,"kk","PARTICIPANT_COMPUTER","keyboard",30,2.562,-0.184,28,2,0.6629,0.5846,0.2052,9,1,0.5845,0.5586,0.0943,5,0,0.8332,0.7105,0.3554,5,0,0.6488,0.7035,0.0807,5,0,0.5936,0.6175,0.0765,4,1,0.7304,0.6414,0.2014,10,1,0.6388,0.5793,0.1368,10,1,0.773,0.6906,0.2636,90,2.048,-0.424,78,12,0.6502,0.6234,0.1596,22,8,0.6757,0.6471,0.1332,15,0,0.6942,0.649,0.2363,14,1,0.5919,0.5966,0.1018,13,2,0.6272,0.6162,0.1306,14,1,0.6427,0.6486,0.1447,28,6,0.6825,0.6437,0.1693,30,4,0.6281,0.6061,0.1638,4,4,0.6342,0.6802,0.1614,74,8,0.6511,0.6192,0.1594
